target,horizon,model_family,role,model,model_label,representation,lookback,seed,summary_type,expected_n,successful_n,failed_n,completeness_percent,ranking_eligible,rmse,mae,mase,rmsse,smape_percent,directional_accuracy_percent,mean_error,median_error,r_squared,undefined_reason
MTC,5,primary_neural,primary,CNN_LSTM,CNN_LSTM,first_difference_direct,3.0,ensemble_mean,neural_ensemble_mean,14,14,0,100.0,True,0.007760636615924161,0.006300951327336181,0.48067048873759716,0.5727570933442268,0.1403218270005069,100.0,0.0003754261337576281,-0.00020125392815151244,0.9644263036233274,
MTC,5,primary_neural,primary,CausalCNN,CausalCNN,first_difference_direct,3.0,ensemble_mean,neural_ensemble_mean,14,14,0,100.0,True,0.017185972669621782,0.013083033325367819,0.9846385726562131,1.2459180097225178,0.2930977188482469,100.0,0.008089554180150798,0.0025463654024298066,0.8255453577163063,
MTC,5,primary_neural,primary,GRU,GRU,first_difference_direct,3.0,ensemble_mean,neural_ensemble_mean,14,14,0,100.0,True,0.009016225766675861,0.007371074569484255,0.5632998965702803,0.6670934738852075,0.16437785569028,100.0,0.004426676984842575,0.003140260947289697,0.9519842349658336,
MTC,5,primary_neural,primary,LSTM,LSTM,first_difference_direct,3.0,ensemble_mean,neural_ensemble_mean,14,14,0,100.0,True,0.008643913186820534,0.007228136369800099,0.5536748328918765,0.6421571542761079,0.16104602388478048,100.0,0.0036585527639502657,0.0029989014026852168,0.955867849555741,
MTC,5,statistical,primary,ARIMA,ARIMA,statistical_native,,20260810,individual_seed_or_deterministic_fit,14,14,0,100.0,True,0.010456630448804802,0.008950398325721818,0.6844029906426984,0.774525206397488,0.1990201539906651,100.0,-0.005525906250152955,-0.006591794521243699,0.9354170592500217,
MTC,5,statistical,primary,Drift,Drift,statistical_native,,20260810,individual_seed_or_deterministic_fit,14,14,0,100.0,True,0.0143475257782046,0.01363933578361154,1.0450077660214412,1.0678712148210745,0.30254375584051696,100.0,-0.01363933578361154,-0.013277638779766843,0.878412669223182,
MTC,5,statistical,primary,ETS,ETS,statistical_native,,20260810,individual_seed_or_deterministic_fit,14,14,0,100.0,True,0.006990762662675564,0.006203100837483623,0.4733411924265449,0.5157413578781307,0.13816494113452704,100.0,0.0009200764175747445,-0.002791384467283553,0.9711342123083871,
MTC,5,statistical,primary,LinearTrend,LinearTrend,statistical_native,,20260810,individual_seed_or_deterministic_fit,14,14,0,100.0,True,0.03329151564685235,0.03285666600716887,2.5144015166352642,2.4720077745415283,0.7279586223464185,100.0,-0.03285666600716887,-0.0308585514649522,0.34536166731603835,
MTC,5,statistical,primary,Naive,Naive,statistical_native,,20260810,individual_seed_or_deterministic_fit,14,14,0,100.0,True,0.05165764200724957,0.05148470748962998,3.9549922339785573,3.8640381029095723,1.150585890122252,0.0,0.05148470748962998,0.051998217748904896,-0.5761714386056831,
MTC,5,statistical,primary,Theta,Theta,statistical_native,,20260810,individual_seed_or_deterministic_fit,14,14,0,100.0,True,0.019175406347617246,0.018710519661410796,1.44045326270726,1.438066405709809,0.4164848689581611,100.0,0.018710519661410796,0.019177946502660692,0.7828181897231606,
